ipeds_id,name,address,city,state,zip,telephone,county,country,naics_code,naics_des,website,location,founded,nickname,wikipedia_url
117894,Los Medanos College,2700 East Leland Road,Pittsburg,CA,94565,(925) 439-2181,Contra Costa,USA,611210,JUNIOR COLLEGES,https://www.losmedanos.edu/,"Pittsburg (Main),Brentwood",1974,Mustang(BVC),en.wikipedia.org/wiki/Los_Medanos_College
118684,Mendocino College,1000 Hensley Creek Road,Ukiah,CA,95482,(707) 468-3000,Mendocino,USA,611210,JUNIOR COLLEGES,www.mendocino.edu/,"Ukiah (Main),Lakeport,Willits,Fort Bragg",1973,Eagles(BVC),en.wikipedia.org/wiki/Mendocino_College
118718,Merced College,3600 M St,Merced,CA,95348,(209) 384-6000,Merced,USA,611210,JUNIOR COLLEGES,www.mccd.edu/,"Merced (Main),Los Banos",1962,Blue Devils(CVC),en.wikipedia.org/wiki/Merced_College
118772,Merritt College,12500 Campus Dr,Oakland,CA,94619,(510) 531-4911,Alameda,USA,611210,JUNIOR COLLEGES,www.merritt.edu/,Oakland,1954,Panthers(BVC),en.wikipedia.org/wiki/Merritt_College
118912,Miracosta College,One Barnard Drive,Oceanside,CA,92056,(760) 757-2121,San Diego,USA,611210,JUNIOR COLLEGES,www.miracosta.edu/,"Oceanside (Main),Cardiff,Carlsbad",1934,Spartans(PCAC),en.wikipedia.org/wiki/MiraCosta_College
118930,Mission College,3000 Mission College Blvd,Santa Clara,CA,95054,(408) 855-5007,Santa Clara,USA,611210,JUNIOR COLLEGES,www.missioncollege.edu/,Santa Clara,1975,Saints(CC),en.wikipedia.org/wiki/Mission_College_(California)
118976,Modesto Junior College,435 College Ave,Modesto,CA,95350,(209) 575-6550,Stanislaus,USA,611210,JUNIOR COLLEGES,www.mjc.edu/,Modesto,1921,Pirates(B8C),en.wikipedia.org/wiki/Modesto_Junior_College
119067,Monterey Peninsula College,980 Fremont St,Monterey,CA,93940,(831) 646-4000,Monterey,USA,611210,JUNIOR COLLEGES,www.mpc.edu/,"Monterey (Main),Seaside,Marina,",1947,Lobos(CC),en.wikipedia.org/wiki/Monterey_Peninsula_College
119137,Moorpark College,7075 Campus Rd,Moorpark,CA,93021,(805) 378-1400,Ventura,USA,611210,JUNIOR COLLEGES,www.moorparkcollege.edu/index.shtml,Moorpark,1967,Raiders(WSC),en.wikipedia.org/wiki/Moorpark_College
460394,Moreno Valley College,16130 Lasselle St,Moreno Valley,CA,92551,(951) 571-6100,Riverside,USA,611210,JUNIOR COLLEGES,www.mvc.edu/,"Moreno Valley (Main),Riverside",2010,Lions[6][a],en.wikipedia.org/wiki/Moreno_Valley_College
119164,Mt. San Antonio College,1100 N Grand Ave,Walnut,CA,91789,(909) 274-7500,Los Angeles,USA,611210,JUNIOR COLLEGES,www.mtsac.edu/,Walnut,1946,Mounties(SCC),en.wikipedia.org/wiki/Mt._San_Antonio_College
119331,Napa Valley College,2277 Napa-Vallejo Hwy,Napa,CA,94558,(707) 256-7000,Napa,USA,611210,JUNIOR COLLEGES,www.napavalley.edu/,"Napa (Main),St. Helena",1942,The Storm(BVC),en.wikipedia.org/wiki/Napa_Valley_College
460464,Norco College,2001 Third St,Norco,CA,92860,(951) 372-7000,Riverside,USA,611210,JUNIOR COLLEGES,www.norcocollege.edu/Pages/index.aspx,Norco,1991,Mustangs(IEC),en.wikipedia.org/wiki/Norco_College
120290,Ohlone College,43600 Mission Blvd,Fremont,CA,94539,(510) 659-6000,Alameda,USA,611210,JUNIOR COLLEGES,www.ohlone.edu/,"Fremont,Newark",1965,Renegades(CC),en.wikipedia.org/wiki/Ohlone_College
120342,Orange Coast College,2701 Fairview Road,Costa Mesa,CA,92626,(714) 432-5072,Orange,USA,611210,JUNIOR COLLEGES,www.orangecoastcollege.edu/,Costa Mesa,1947,Pirates(OEC),en.wikipedia.org/wiki/Orange_Coast_College
120421,Oxnard College,4000 S Rose Ave,Oxnard,CA,93033,(805) 986-5800,Ventura,USA,611210,JUNIOR COLLEGES,www.oxnardcollege.edu/,Oxnard,1975,Condors(WSC),en.wikipedia.org/wiki/Oxnard_College
120953,Palo Verde College,One College Drive,Blythe,CA,92225,(760) 921-5500,Riverside,USA,611210,JUNIOR COLLEGES,https://www.paloverde.edu/,Blythe,1947,Pirates(IEC),en.wikipedia.org/wiki/Palo_Verde_College
120971,Palomar College,1140 W. Mission,San Marcos,CA,92069,(760) 744-1150,San Diego,USA,611210,JUNIOR COLLEGES,www2.palomar.edu/,"San Marcos (Main),Escondido,Fallbrook,San Diego,Camp Pendleton,Ramona,San Marcos",1946,Comets(PCAC),en.wikipedia.org/wiki/Palomar_College
121044,Pasadena City College,1570 E Colorado Blvd.,Pasadena,CA,91106,(626) 585-7123,Los Angeles,USA,611210,JUNIOR COLLEGES,pasadena.edu/,Pasadena,1924,Lancers(SCC),en.wikipedia.org/wiki/Pasadena_City_College
121363,Porterville College,100 E College Ave,Porterville,CA,93257,(559) 791-2200,Tulare,USA,611210,JUNIOR COLLEGES,www.portervillecollege.edu/,Porterville,1927,Pirates(CVC),en.wikipedia.org/wiki/Porterville_College
117052,Reedley College,995 N Reed Ave,Reedley,CA,93654,(559) 638-0300,Fresno,USA,611210,JUNIOR COLLEGES,www.reedleycollege.edu/,Reedley,1926,Tigers(CVC),en.wikipedia.org/wiki/Reedley_College
121886,Rio Hondo College,3600 Workman Mill Rd,Whittier,CA,90601,(562) 692-0921,Los Angeles,USA,611210,JUNIOR COLLEGES,www.riohondo.edu/,"Whittier (Main),Santa Fe Springs,El Monte,Pico Rivera",1960,Roadrunners(SCC),en.wikipedia.org/wiki/Rio_Hondo_College
121901,Riverside City College,4800 Magnolia Avenue,Riverside,CA,92506,(951) 222-8000 EXT 8979,Riverside,USA,611210,JUNIOR COLLEGES,www.rcc.edu/riverside/,Riverside,1916,Tigers(OEC),en.wikipedia.org/wiki/Riverside_City_College
122180,Sacramento City College,3835 Freeport Blvd,Sacramento,CA,95822,(916) 558-2111,Sacramento,USA,611210,JUNIOR COLLEGES,https://www.scc.losrios.edu/,"Sacramento (Main),Davis,West Sacramento",1916,Panthers(B8C),en.wikipedia.org/wiki/Sacramento_City_College
122205,Saddleback College,28000 Marguerite Pky,Mission Viejo,CA,92692,(949) 582-4500,Orange,USA,611210,JUNIOR COLLEGES,www.saddleback.edu/,Mision Viejo,1968,Bobcats(OEC),en.wikipedia.org/wiki/Saddleback_College
123527,San Bernardino Valley College,701 South Mount Vernon Avenue,San Bernardino,CA,92410,(909) 384-4400,San Bernardino,USA,611210,JUNIOR COLLEGES,www.valleycollege.edu/,San Bernardino,1926,Wolverines(IEC),en.wikipedia.org/wiki/San_Bernardino_Valley_College
122339,San Diego City College,1313 Park Boulevard,San Diego,CA,92101,(619) 388-3400,San Diego,USA,611210,JUNIOR COLLEGES,www.sdcity.edu/,San Diego,1914,Knights(PCAC),en.wikipedia.org/wiki/San_Diego_City_College
122375,San Diego Mesa College,7250 Mesa College Dr,San Diego,CA,92111,(619) 388-2600,San Diego,USA,611210,JUNIOR COLLEGES,www.sdmesa.edu/,San Diego,1963,Olympians(PCAC),en.wikipedia.org/wiki/San_Diego_Mesa_College
122384,San Diego Miramar College,10440 Black Mountain Rd,San Diego,CA,92126,(619) 388-7800,San Diego,USA,611210,JUNIOR COLLEGES,www.sdmiramar.edu/,San Diego,1969,Jets(PCAC),en.wikipedia.org/wiki/San_Diego_Miramar_College
122658,San Joaquin Delta College,5151 Pacific Ave,Stockton,CA,95207,(209) 954-5151,San Joaquin,USA,611210,JUNIOR COLLEGES,www.deltacollege.edu/,"Stockton (Main),Mountain House,Lodi,Manteca",1935,Mustangs(B8C),en.wikipedia.org/wiki/San_Joaquin_Delta_College
122746,San Jose City College,2100 Moorpark Ave,San Jose,CA,95128,(408) 298-2181,Santa Clara,USA,611210,JUNIOR COLLEGES,www.sjcc.edu/,San José,1921,Jaguars(CC),en.wikipedia.org/wiki/San_Jose_City_College
121619,Santa Ana College,1530 W. 17Th Street,Santa Ana,CA,92706,(714) 564-6000,Orange,USA,611210,JUNIOR COLLEGES,www.sac.edu/,Santa Ana,1915,Dons(OEC),en.wikipedia.org/wiki/Santa_Ana_College
122889,Santa Barbara City College,721 Cliff Drive,Santa Barbara,CA,93109,(805) 965-0581,Santa Barbara,USA,611210,JUNIOR COLLEGES,www.sbcc.edu/,Santa Barbara,1909,Vaqueros(WSC),en.wikipedia.org/wiki/Santa_Barbara_City_College
122977,Santa Monica College,1900 Pico Blvd,Santa Monica,CA,90405,(310) 434-4000,Los Angeles,USA,611210,JUNIOR COLLEGES,www.smc.edu/,"Santa Monica (Main),Los Angeles,Malibu",1929,Corsairs(WSC),en.wikipedia.org/wiki/Santa_Monica_College
123013,Santa Rosa Junior College,1501 Mendocino Avenue,Santa Rosa,CA,95401,(707) 527-4011,Sonoma,USA,611210,JUNIOR COLLEGES,www.santarosa.edu/,"Santa Rosa (Main),Petaluma,Windsor,Forestville",1918,Bears Cubs(B8C),en.wikipedia.org/wiki/Santa_Rosa_Junior_College
399212,Santiago Canyon College,8045 E Chapman,Orange,CA,92869,(714) 628-4900,Orange,USA,611210,JUNIOR COLLEGES,www.sccollege.edu/Pages/default.aspx,Orange,1985,Hawks(OEC),en.wikipedia.org/wiki/Santiago_Canyon_College
123299,Shasta College,11555 Old Oregon Trail,Redding,CA,96003,(530) 242-7500,Shasta,USA,611210,JUNIOR COLLEGES,https://www.shastacollege.edu/,"Redding (Main),Burney,Weaverville,Red Bluff,Redding",1950,Knights(GVC),en.wikipedia.org/wiki/Shasta_College
123341,Sierra College,5100 Sierra College Blvd,Rocklin,CA,95677,(916) 624-3333,Placer,USA,611210,JUNIOR COLLEGES,https://www.sierracollege.edu/,"Rocklin (Main),Grass Valley,Truckee,Roseville",1936,Wolverines(B8C),en.wikipedia.org/wiki/Sierra_College
123509,Skyline College,3300 College Dr,San Bruno,CA,94066,(650) 738-4100,San Mateo,USA,611210,JUNIOR COLLEGES,skylinecollege.edu/,San Bruno,1969,Trojans(CC),en.wikipedia.org/wiki/Skyline_College
123563,Solano Community College,4000 Suisun Valley Rd,Fairfield,CA,94534,(707) 864-7000,Solano,USA,611210,JUNIOR COLLEGES,www.solano.edu/,"Fairfield (Main),Vallejo,Vacaville,Travis Air Force Base",1945,Falcons(BVC),en.wikipedia.org/wiki/Solano_Community_College
123800,Southwestern College,900 Otay Lakes Rd.,Chula Vista,CA,91910,(619) 421-6700,San Diego,USA,611210,JUNIOR COLLEGES,https://www.swccd.edu/,"Chula Vista (Main),Coronado,National City,San Diego",1961,Jaguars(PCAC),en.wikipedia.org/wiki/Southwestern_College_(California)
124113,Taft College,29 Cougar Court,Taft,CA,93268,(661) 763-7700,Kern,USA,611210,JUNIOR COLLEGES,www.taftcollege.edu/,Taft,1922,Cougars(CVC),en.wikipedia.org/wiki/Taft_College
125028,Ventura College,4667 Telegraph Rd,Ventura,CA,93003,(805) 654-6400,Ventura,USA,611210,JUNIOR COLLEGES,www.venturacollege.edu/,Ventura,1925,Pirates(WSC),en.wikipedia.org/wiki/Ventura_College
125091,Victor Valley College,18422 Bear Valley Rd,Victorville,CA,92395,(760) 245-4271 EXT 2395,San Bernardino,USA,611210,JUNIOR COLLEGES,www.vvc.edu/,"Victorville (Main),Apple Valley,Hesperia",1961,Rams(IEC),en.wikipedia.org/wiki/Victor_Valley_College
125471,West Los Angeles College,9000 Overland Avenue,Culver City,CA,90230,(310) 287-4200,Los Angeles,USA,611210,JUNIOR COLLEGES,www.wlac.edu/,Culver City,1969,Wildcats(WSC),en.wikipedia.org/wiki/West_Los_Angeles_College
125499,West Valley College,14000 Fruitvale Ave,Saratoga,CA,95070,(408) 867-2200,Santa Clara,USA,611210,JUNIOR COLLEGES,www.westvalley.edu/,Saratoga,1963,Vikings(CC),en.wikipedia.org/wiki/West_Valley_College
455512,Woodland Community College,2300 E Gibson Rd,Woodland,CA,95776,(530) 661-5700,Yolo,USA,611210,JUNIOR COLLEGES,https://wcc.yccd.edu/,"Woodland (Main),Clearlake,Williams",2008,Eagles(BVC),en.wikipedia.org/wiki/Woodland_Community_College
126119,Yuba College,2088 N Beale Rd,Marysville,CA,95901,(530) 741-6700,Yuba,USA,611210,JUNIOR COLLEGES,https://yc.yccd.edu/,"Marysville (Main),Yuba City",1927,Forty-Niners(BVC),en.wikipedia.org/wiki/Yuba_College
114433,Feather River College,570 Golden Eagle Ave,Quincy,CA,95971,(530) 283-0202,Plumas,USA,611210,JUNIOR COLLEGES,www.frc.edu/,Quincy,1968,Golden Eagles(CVC),en.wikipedia.org/wiki/Feather_River_College
117724,Los Angeles Trade Technical College,400 W Washington Blvd,Los Angeles,CA,90015,(213) 763-7000,Los Angeles,USA,611210,JUNIOR COLLEGES,www.lattc.edu/,Los Angeles,1925,Beavers(SCC),en.wikipedia.org/wiki/Los_Angeles_Trade_Technical_College
497046,Madera Community College,30277 Ave 12,Madera,CA,93638,(559) 675-4800,Madera,USA,611210,JUNIOR COLLEGES,www.maderacenter.com/,Madera,2020,Mountain Lions(CVC),en.wikipedia.org/wiki/Madera_Community_College
125462,Coalinga College,300 Cherry Lane,Coalinga,CA,93210,(559) 934-2000,Fresno,USA,611210,JUNIOR COLLEGES,https://www.westhillscollege.com/coalinga/,Coalinga,1932,Falcons(CVC),en.wikipedia.org/wiki/West_Hills_College_Coalinga
448594,Lemore College,555 College Avenue,Lemoore,CA,93245,(559) 925-3000,Kings,USA,611210,JUNIOR COLLEGES,https://www.westhillscollege.com/lemoore/,Lemoore,2002,Golden Eagles(CVC),en.wikipedia.org/wiki/West_Hills_College_Lemoore
112385,Coastline Community College,11460 Warner Ave.,Fountain Valley,CA,92708,(714) 546-7600,Orange,USA,611210,JUNIOR COLLEGES,www.coastline.edu/,"Garden Grove,Newport Beach,Westminster,Fountain Valley",1976,Dolphins[5][a],en.wikipedia.org/wiki/Coastline_Community_College
395362,Copper Mountain College,6162 Rotary Way,Joshua Tree,CA,92252,(760) 366-3791,San Bernardino,USA,611210,JUNIOR COLLEGES,www.cmccd.edu/,"Joshua Tree (Main),Twentynine Palms",1966,Fighting Cacti(IEC),en.wikipedia.org/wiki/Copper_Mountain_College
113980,El Camino College,16007 Crenshaw Blvd,Torrance,CA,90506,(310) 532-3670,Los Angeles,USA,611210,JUNIOR COLLEGES,www.elcamino.edu/,Alondra Park,1947,Warriors(SCC),en.wikipedia.org/wiki/El_Camino_College
117274,Lassen College,478-200 Hwy 139,Susanville,CA,96130,(530) 257-6181,Lassen,USA,611210,JUNIOR COLLEGES,www.lassencollege.edu/,Susanville,1925,Cougars,en.wikipedia.org/wiki/Lassen_College
119216,Mt. San Jacinto College,1499 N. State St.,San Jacinto,CA,92583,(951) 487-6752,Riverside,USA,611210,JUNIOR COLLEGES,www.msjc.edu/,"San Jacinto,Menifee,Banning,Temecula",1962,Eagles(IEC),en.wikipedia.org/wiki/Mt._San_Jacinto_College
-1,Calbright College,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,www.calbright.edu,Online,2018,[a],en.wikipedia.org/wiki/Calbright_College
-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,